row_index,title,peeled_title,normalized_title,noise_removed,token_count,role_hits,domain_hits,noise_hits,occupation_signal,penalty_signal,net_signal,decision,matched_rules
"7975","Asistent Manager","Asistent Manager","asistent manager","no","2","manager|asistent|asistent manager","","","1.000","0.000","1.000","help","role_head:manager|role_head:asistent|role_phrase:asistent manager"
"7976","Lucrător comercial Legume-Fructe | 2 zile lucrate/2 libere","Lucrător comercial Legume-Fructe","lucrator comercial legume fructe","yes","9","lucrator|lucrator comercial","","","1.000","0.000","1.000","help","role_head:lucrator|role_phrase:lucrator comercial"
"7977","Manipulant marfa / Picker","Manipulant marfa Picker","manipulant marfa picker","yes","3","manipulant","","","0.880","0.000","0.880","help","role_head:manipulant"
"7978","Laborant - fabrica cărămidă Sibiu","Laborant fabrica cărămidă Sibiu","laborant fabrica caramida sibiu","yes","4","","","","0.000","0.000","0.000","neutral",""
"7979","Responsabil ofertare licitatii SEAP","Responsabil ofertare licitatii SEAP","responsabil ofertare licitatii seap","no","4","responsabil","ofertare","","1.000","0.000","1.000","help","role_head:responsabil|domain_modifier:ofertare"
"7980","Responsabil de Tură București, Gării Cățelu (f/m)","Responsabil de Tură București, Gării Cățelu (f/m)","responsabil de tura bucuresti garii catelu f m","no","8","responsabil|responsabil de tura","","bucuresti","1.000","0.960","0.040","neutral","role_head:responsabil|generic_noise:bucuresti|role_phrase:responsabil de tura"
"7981","ELECTRICIENI MEDIE SI INALTA TENSIUNE SI ELECTROMECANICI","ELECTRICIENI MEDIE SI INALTA TENSIUNE SI ELECTROMECANICI","electricieni medie si inalta tensiune si electromecanici","no","7","electricieni|electromecanici","","","1.000","0.000","1.000","help","role_head:electricieni|role_head:electromecanici"
"7982","Mecanic utilaje industriale - Acăţari,jud.Mures","Mecanic utilaje industriale","mecanic utilaje industriale","yes","6","mecanic","utilaje","","1.000","0.000","1.000","help","role_head:mecanic|domain_modifier:utilaje"
"7983","Vopsitor industrial - 2 schimburi","Vopsitor industrial","vopsitor industrial","yes","4","vopsitor","industrial","","1.000","0.000","1.000","help","role_head:vopsitor|domain_modifier:industrial"
"7984","ȘEF DE ȘANTIER REABILITARE REȚELE TERMICE","ȘEF DE ȘANTIER REABILITARE REȚELE TERMICE","sef de santier reabilitare retele termice","no","6","sef","","","0.760","0.000","0.760","help","role_head:sef"
"7985","Tehnician constructor","Tehnician constructor","tehnician constructor","no","2","tehnician","","","0.950","0.000","0.950","help","role_head:tehnician"
"7986","Inginer calitate","Inginer calitate","inginer calitate","no","2","inginer","","","0.960","0.000","0.960","help","role_head:inginer"
"7987","Electrician montator de instalatii automatizate","Electrician montator de instalatii automatizate","electrician montator de instalatii automatizate","no","5","electrician","","","0.900","0.000","0.900","help","role_head:electrician"
"7988","Lucrător Depozit – Galati - Travel Free","Lucrător Depozit Travel Free","lucrator depozit travel free","yes","5","lucrator|lucrator depozit","depozit","","1.000","0.000","1.000","help","role_head:lucrator|domain_modifier:depozit|role_phrase:lucrator depozit"
"7989","COLECTOR CREANTE DEBITE - DEPARTAMENT SALES SUPPORT","COLECTOR CREANTE DEBITE DEPARTAMENT SALES SUPPORT","colector creante debite departament sales support","yes","6","colector","creante|debite","","1.000","0.000","1.000","help","role_head:colector|domain_modifier:creante|domain_modifier:debite|generic_phrase:sales support|generic_phrase:departament sales support"
"7990","Reprezentant Tehnic si Receptioner Tura de Noapte","Reprezentant Tehnic si Receptioner Tura de Noapte","reprezentant tehnic si receptioner tura de noapte","no","7","reprezentant","","","0.840","0.000","0.840","help","role_head:reprezentant"
"7991","Asistent Medical Generalist/ Kinetoterapeut/ Cosmetician","Asistent Medical Generalist/ Kinetoterapeut/ Cosmetician","asistent medical generalist kinetoterapeut cosmetician","no","5","asistent","","","0.800","0.000","0.800","help","role_head:asistent"
"7992","Specialist planificare/ logistica","Specialist planificare/ logistica","specialist planificare logistica","no","3","specialist","logistica","","1.000","0.000","1.000","help","role_head:specialist|domain_modifier:logistica"
"7993","Electrician întreţinere şi reparaţii - Acăţari,jud.Mures","Electrician întreţinere şi reparaţii","electrician intretinere si reparatii","yes","7","electrician|electrician intretinere","","","1.000","0.000","1.000","help","role_head:electrician|role_phrase:electrician intretinere"
"7994","Jurist","Jurist","jurist","no","1","jurist","","","0.900","0.000","0.900","help","role_head:jurist"
"7995","Lacatus mecanic asamblare","Lacatus mecanic asamblare","lacatus mecanic asamblare","no","3","mecanic","","","0.900","0.000","0.900","help","role_head:mecanic"
"7996","Operator calculator - Magazin Online","Operator calculator Magazin Online","operator calculator magazin online","yes","4","operator","","","0.900","0.000","0.900","help","role_head:operator"
"7997","Consilier de vânzări (m/f)","Consilier de vânzări","consilier de vanzari","yes","5","","vanzari","","0.585","0.000","0.585","neutral","domain_modifier:vanzari"
"7998","TEHNICIAN-ALPINIST TELECOMUNICATII","TEHNICIAN-ALPINIST TELECOMUNICATII","tehnician alpinist telecomunicatii","no","3","tehnician","","","0.950","0.000","0.950","help","role_head:tehnician"
"7999","Electrician -Tehnician retele echipamente electrice,date-voce","Electrician -Tehnician retele echipamente electrice,date-voce","electrician tehnician retele echipamente electrice date voce","no","7","tehnician|electrician","","","1.000","0.000","1.000","help","role_head:tehnician|role_head:electrician"
"8000","Manager Resurse Umane","Manager Resurse Umane","manager resurse umane","no","3","manager","","","0.900","0.000","0.900","help","role_head:manager"
"8001","Educator-Puericultor - Bucuresti","Educator-Puericultor","educator puericultor","yes","3","educator|puericultor","","","1.000","0.000","1.000","help","role_head:educator|role_head:puericultor"
"8002","Asistent vânzări","Asistent vânzări","asistent vanzari","no","2","asistent","vanzari","","1.000","0.000","1.000","help","role_head:asistent|domain_modifier:vanzari"
"8003","COMMUNITY & EVENTS COORDINATOR","COMMUNITY & EVENTS COORDINATOR","community events coordinator","no","3","coordinator","","","0.840","0.000","0.840","help","role_head:coordinator"
"8004","Stivuitorist","Stivuitorist","stivuitorist","no","1","stivuitorist","","","0.880","0.000","0.880","help","role_head:stivuitorist"
"8005","Inginer executie electrice","Inginer executie electrice","inginer executie electrice","no","3","inginer","","","0.960","0.000","0.960","help","role_head:inginer"
"8006","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"8007","Operator date / Operator PC","Operator date Operator PC","operator date operator pc","yes","4","operator","","","0.900","0.000","0.900","help","role_head:operator"
"8008","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"8009","Tehnician Mentenanta (Electrician)","Tehnician Mentenanta","tehnician mentenanta","yes","3","tehnician|tehnician mentenanta","mentenanta","","1.000","0.000","1.000","help","role_head:tehnician|domain_modifier:mentenanta|role_phrase:tehnician mentenanta"
"8010","Ajutor electrician – Sisteme panouri fotovoltaice","Ajutor electrician Sisteme panouri fotovoltaice","ajutor electrician sisteme panouri fotovoltaice","yes","5","electrician","","","0.900","0.000","0.900","help","role_head:electrician"
"8011","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"8012","Livrator BRINGO cu autoturism propriu (ORAS - IASI)","Livrator BRINGO cu autoturism propriu","livrator bringo cu autoturism propriu","yes","7","livrator","","autoturism|bringo|propriu","0.900","1.000","-0.100","neutral","role_head:livrator|generic_noise:autoturism|generic_noise:bringo|generic_noise:propriu"
"8013","Product Manager - Coffee & Dry Food","Product Manager Coffee & Dry Food","product manager coffee dry food","yes","5","manager","","","0.900","0.000","0.900","help","role_head:manager"
"8014","REPREZENTANT TURISTIC IN DESTINATII EXTERNE","REPREZENTANT TURISTIC IN DESTINATII EXTERNE","reprezentant turistic in destinatii externe","no","5","reprezentant","","","0.840","0.000","0.840","help","role_head:reprezentant"
"8015","Asistent Manager","Asistent Manager","asistent manager","no","2","manager|asistent|asistent manager","","","1.000","0.000","1.000","help","role_head:manager|role_head:asistent|role_phrase:asistent manager"
"8016","Lucrător comercial Legume-Fructe | 2 zile lucrate/2 libere","Lucrător comercial Legume-Fructe","lucrator comercial legume fructe","yes","9","lucrator|lucrator comercial","","","1.000","0.000","1.000","help","role_head:lucrator|role_phrase:lucrator comercial"
"8017","Manipulant marfa / Picker","Manipulant marfa Picker","manipulant marfa picker","yes","3","manipulant","","","0.880","0.000","0.880","help","role_head:manipulant"
"8018","Laborant - fabrica cărămidă Sibiu","Laborant fabrica cărămidă Sibiu","laborant fabrica caramida sibiu","yes","4","","","","0.000","0.000","0.000","neutral",""
"8019","Responsabil ofertare licitatii SEAP","Responsabil ofertare licitatii SEAP","responsabil ofertare licitatii seap","no","4","responsabil","ofertare","","1.000","0.000","1.000","help","role_head:responsabil|domain_modifier:ofertare"
"8020","Responsabil de Tură București, Gării Cățelu (f/m)","Responsabil de Tură București, Gării Cățelu (f/m)","responsabil de tura bucuresti garii catelu f m","no","8","responsabil|responsabil de tura","","bucuresti","1.000","0.960","0.040","neutral","role_head:responsabil|generic_noise:bucuresti|role_phrase:responsabil de tura"
"8021","ELECTRICIENI MEDIE SI INALTA TENSIUNE SI ELECTROMECANICI","ELECTRICIENI MEDIE SI INALTA TENSIUNE SI ELECTROMECANICI","electricieni medie si inalta tensiune si electromecanici","no","7","electricieni|electromecanici","","","1.000","0.000","1.000","help","role_head:electricieni|role_head:electromecanici"
"8022","Mecanic utilaje industriale - Acăţari,jud.Mures","Mecanic utilaje industriale","mecanic utilaje industriale","yes","6","mecanic","utilaje","","1.000","0.000","1.000","help","role_head:mecanic|domain_modifier:utilaje"
"8023","Vopsitor industrial - 2 schimburi","Vopsitor industrial","vopsitor industrial","yes","4","vopsitor","industrial","","1.000","0.000","1.000","help","role_head:vopsitor|domain_modifier:industrial"
"8024","ȘEF DE ȘANTIER REABILITARE REȚELE TERMICE","ȘEF DE ȘANTIER REABILITARE REȚELE TERMICE","sef de santier reabilitare retele termice","no","6","sef","","","0.760","0.000","0.760","help","role_head:sef"
"8025","Tehnician constructor","Tehnician constructor","tehnician constructor","no","2","tehnician","","","0.950","0.000","0.950","help","role_head:tehnician"
"8026","Inginer calitate","Inginer calitate","inginer calitate","no","2","inginer","","","0.960","0.000","0.960","help","role_head:inginer"
"8027","Electrician montator de instalatii automatizate","Electrician montator de instalatii automatizate","electrician montator de instalatii automatizate","no","5","electrician","","","0.900","0.000","0.900","help","role_head:electrician"
"8028","Lucrător Depozit – Galati - Travel Free","Lucrător Depozit Travel Free","lucrator depozit travel free","yes","5","lucrator|lucrator depozit","depozit","","1.000","0.000","1.000","help","role_head:lucrator|domain_modifier:depozit|role_phrase:lucrator depozit"
"8029","COLECTOR CREANTE DEBITE - DEPARTAMENT SALES SUPPORT","COLECTOR CREANTE DEBITE DEPARTAMENT SALES SUPPORT","colector creante debite departament sales support","yes","6","colector","creante|debite","","1.000","0.000","1.000","help","role_head:colector|domain_modifier:creante|domain_modifier:debite|generic_phrase:sales support|generic_phrase:departament sales support"
"8030","Reprezentant Tehnic si Receptioner Tura de Noapte","Reprezentant Tehnic si Receptioner Tura de Noapte","reprezentant tehnic si receptioner tura de noapte","no","7","reprezentant","","","0.840","0.000","0.840","help","role_head:reprezentant"
"8031","Asistent Medical Generalist/ Kinetoterapeut/ Cosmetician","Asistent Medical Generalist/ Kinetoterapeut/ Cosmetician","asistent medical generalist kinetoterapeut cosmetician","no","5","asistent","","","0.800","0.000","0.800","help","role_head:asistent"
"8032","Specialist planificare/ logistica","Specialist planificare/ logistica","specialist planificare logistica","no","3","specialist","logistica","","1.000","0.000","1.000","help","role_head:specialist|domain_modifier:logistica"
"8033","Electrician întreţinere şi reparaţii - Acăţari,jud.Mures","Electrician întreţinere şi reparaţii","electrician intretinere si reparatii","yes","7","electrician|electrician intretinere","","","1.000","0.000","1.000","help","role_head:electrician|role_phrase:electrician intretinere"
"8034","Jurist","Jurist","jurist","no","1","jurist","","","0.900","0.000","0.900","help","role_head:jurist"
"8035","Lacatus mecanic asamblare","Lacatus mecanic asamblare","lacatus mecanic asamblare","no","3","mecanic","","","0.900","0.000","0.900","help","role_head:mecanic"
